etsy_source_row,etsy_listing_key,etsy_sku_index,etsy_sku,etsy_sku_status,title,price,currency_code,quantity,variation_1_name,variation_1_values,variation_2_name,variation_2_values,match_status,printify_product_id,printify_title,printify_variant_id,printify_sku,printify_variant_title,printify_price,printify_cost,print_provider_id,estimated_gross_margin
83,4a4b2bf09b7fa00d,12,99617987470108649928,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73214,99617987470108649928,Red / 2XL,2499,1400,29,-1378.01
83,4a4b2bf09b7fa00d,13,12017895473139059940,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73206,12017895473139059940,Red / L,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,14,12552367161411929839,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73202,12552367161411929839,Red / M,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,15,80306107239691694279,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",101460,80306107239691694279,Navy / 4XL,2999,2098,29,-2076.01
83,4a4b2bf09b7fa00d,16,27438498824373292029,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",79152,27438498824373292029,Navy / 3XL,2699,1611,29,-1589.01
83,4a4b2bf09b7fa00d,17,14036089592386003834,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73213,14036089592386003834,Navy / 2XL,2499,1400,29,-1378.01
83,4a4b2bf09b7fa00d,18,27521286691786117003,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73201,27521286691786117003,Navy / M,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,19,10136632343423433882,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",79114,10136632343423433882,Black / 3XL,2699,1611,29,-1589.01
83,4a4b2bf09b7fa00d,20,11525428263754259028,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73208,11525428263754259028,Black / XL,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,21,19405212805324562544,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73196,19405212805324562544,Black / S,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,22,23882309970163025137,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",148337,23882309970163025137,Neon Pink / 4XL,2999,2098,29,-2076.01
83,4a4b2bf09b7fa00d,23,33185930758433915066,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",148336,33185930758433915066,Neon Pink / 3XL,2699,1611,29,-1589.01
83,4a4b2bf09b7fa00d,24,28301254284176152613,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",148331,28301254284176152613,Neon Pink / S,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,25,33860847119271994748,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",148330,33860847119271994748,Sapphire / 4XL,2999,2098,29,-2076.01
83,4a4b2bf09b7fa00d,26,10199759530223945966,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",148329,10199759530223945966,Sapphire / 3XL,2699,1611,29,-1589.01
83,4a4b2bf09b7fa00d,27,27150097506543921718,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",148326,27150097506543921718,Sapphire / L,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,28,13719329428535564511,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",148325,13719329428535564511,Sapphire / M,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,29,14546204989365704914,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",101454,14546204989365704914,Light Green / 4XL,2999,2098,29,-2076.01
83,4a4b2bf09b7fa00d,30,29037955923159906320,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",79146,29037955923159906320,Light Green / 3XL,2699,1611,29,-1589.01
83,4a4b2bf09b7fa00d,31,20352292754504075526,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",79008,20352292754504075526,Light Green / L,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,32,19492605847260026596,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",79007,19492605847260026596,Light Green / M,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,33,30380823394806901824,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",101465,30380823394806901824,Red / 4XL,2999,2098,29,-2076.01
83,4a4b2bf09b7fa00d,34,16904561893269133068,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73210,16904561893269133068,Red / XL,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,35,24209076324704333405,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73198,24209076324704333405,Red / S,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,36,22109683428637541279,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73209,22109683428637541279,Navy / XL,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,37,28516215315216520387,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73205,28516215315216520387,Navy / L,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,38,57554897437346878204,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73197,57554897437346878204,Navy / S,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,39,33374493884500536956,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",101423,33374493884500536956,Black / 4XL,2999,2098,29,-2076.01
83,4a4b2bf09b7fa00d,40,22334000386802234122,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73212,22334000386802234122,Black / 2XL,2499,1400,29,-1378.01
83,4a4b2bf09b7fa00d,41,23903816019386409902,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73204,23903816019386409902,Black / L,2299,1279,29,-1257.01
83,4a4b2bf09b7fa00d,42,10282338573904714905,PRESENT,"Too Cool for the Coop Chicken Shirt, Funny Rooster Graphic Tee, Backyard Farmer Apparel",21.99,USD,3,Comfort Colors® Colors,"Black,Navy,Red,Light Green,Sapphire,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a6b5bb4ba30d7dda405caa2,"Funny Chicken Lover Shirt, Too Cool for the Coop T-Shirt, Backyard Chicken Keeper Gift, Rooster Graphic Tee, Homestead Farm Apparel",73200,10282338573904714905,Black / M,2299,1279,29,-1257.01
84,3a70edbe478942e6,1,24181650712969280393,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",148336,24181650712969280393,Neon Pink / 3XL,2699,1611,29,-1588.01
84,3a70edbe478942e6,2,31967984760791410669,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",148332,31967984760791410669,Neon Pink / M,2299,1279,29,-1256.01
84,3a70edbe478942e6,3,32231429305724537328,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",73205,32231429305724537328,Navy / L,2299,1279,29,-1256.01
84,3a70edbe478942e6,4,26045165553302678831,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",73201,26045165553302678831,Navy / M,2299,1279,29,-1256.01
84,3a70edbe478942e6,5,29708018171366152281,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",101454,29708018171366152281,Light Green / 4XL,3496,2098,29,-2075.01
84,3a70edbe478942e6,6,25022968574812814173,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",79146,25022968574812814173,Light Green / 3XL,2685,1611,29,-1588.01
84,3a70edbe478942e6,7,17931228526473203658,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",79008,17931228526473203658,Light Green / L,2131,1279,29,-1256.01
84,3a70edbe478942e6,8,33741707162425855991,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",79007,33741707162425855991,Light Green / M,2131,1279,29,-1256.01
84,3a70edbe478942e6,9,45250202399536743695,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",79006,45250202399536743695,Light Green / S,2131,1279,29,-1256.01
84,3a70edbe478942e6,10,29480741137154772170,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",101431,29480741137154772170,Butter / 4XL,3496,2098,29,-2075.01
84,3a70edbe478942e6,11,33653745251653790397,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",78868,33653745251653790397,Butter / L,2131,1279,29,-1256.01
84,3a70edbe478942e6,12,16950755791721165674,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",78867,16950755791721165674,Butter / M,2131,1279,29,-1256.01
84,3a70edbe478942e6,13,63744575532138744699,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",148337,63744575532138744699,Neon Pink / 4XL,2999,2098,29,-2075.01
84,3a70edbe478942e6,14,77061909328848188532,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",148335,77061909328848188532,Neon Pink / 2XL,2499,1400,29,-1377.01
84,3a70edbe478942e6,15,29309536703085402087,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",148334,29309536703085402087,Neon Pink / XL,2299,1279,29,-1256.01
84,3a70edbe478942e6,16,33631627281014664701,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",148333,33631627281014664701,Neon Pink / L,2299,1279,29,-1256.01
84,3a70edbe478942e6,17,16949828878802715863,PRESENT,"Customizable Chicken Flock T-Shirt, Backyard Chicken Lover Apparel, Homestead Tee",22.99,USD,3,Comfort Colors® Colors,"Black,Navy,Butter,Light Green,Neon Pink",Clothing sizes,"S,M,L,XL,2XL,3XL,4XL",MATCHED,6a69272c8cdded766d06e6f8,"Personalized Chicken Flock Shirt, Custom Backyard Chicken T-Shirt, Chicken Lover Gift, Custom Name Flock Tee, Homestead Apparel",148331,16949828878802715863,Neon Pink / S,2299,1279,29,-1256.01
